定日镜序号,吸收塔x坐标(m),吸收塔y坐标(m),定日镜宽度(m),定日镜高度(m),定日镜x坐标(m),定日镜y坐标(m),定日镜z坐标(m),镜面面积(m2)
393,0.0,0.0,8.0,8.0,-106.588,-58.045,6.0,64.0
394,0.0,0.0,8.0,8.0,-288.679,-68.418,6.0,64.0
395,0.0,0.0,8.0,8.0,-101.051,321.631,6.0,64.0
396,0.0,0.0,8.0,8.0,-302.784,-67.246,6.0,64.0
397,0.0,0.0,8.0,8.0,-66.518,275.268,6.0,64.0
398,0.0,0.0,8.0,8.0,5.841,107.724,6.0,64.0
399,0.0,0.0,8.0,8.0,-330.754,-65.268,6.0,64.0
400,0.0,0.0,8.0,8.0,-29.522,213.735,6.0,64.0
401,0.0,0.0,8.0,8.0,-160.681,-70.105,6.0,64.0
402,0.0,0.0,8.0,8.0,-79.593,299.775,6.0,64.0
403,0.0,0.0,8.0,8.0,-259.165,-74.664,6.0,64.0
404,0.0,0.0,8.0,8.0,-316.137,-69.313,6.0,64.0
405,0.0,0.0,8.0,8.0,-92.44,-55.619,6.0,64.0
406,0.0,0.0,8.0,8.0,-174.423,-72.248,6.0,64.0
407,0.0,0.0,8.0,8.0,-41.324,239.192,6.0,64.0
408,0.0,0.0,8.0,8.0,-273.176,-74.645,6.0,64.0
409,0.0,0.0,8.0,8.0,-68.418,288.679,6.0,64.0
410,0.0,0.0,8.0,8.0,-46.05,252.048,6.0,64.0
411,0.0,0.0,8.0,8.0,3.07,134.818,6.0,64.0
412,0.0,0.0,8.0,8.0,-80.638,313.44,6.0,64.0
413,0.0,0.0,8.0,8.0,-228.665,-81.442,6.0,64.0
414,0.0,0.0,8.0,8.0,-85.272,326.17,6.0,64.0
415,0.0,0.0,8.0,8.0,-6.555,175.186,6.0,64.0
416,0.0,0.0,8.0,8.0,-242.093,-83.903,6.0,64.0
417,0.0,0.0,8.0,8.0,-45.177,265.895,6.0,64.0
418,0.0,0.0,8.0,8.0,-298.66,-83.681,6.0,64.0
419,0.0,0.0,8.0,8.0,-327.184,-81.294,6.0,64.0
420,0.0,0.0,8.0,8.0,-284.213,-85.088,6.0,64.0
421,0.0,0.0,8.0,8.0,-25.41,227.837,6.0,64.0
422,0.0,0.0,8.0,8.0,-312.451,-84.391,6.0,64.0
423,0.0,0.0,8.0,8.0,-50.094,278.725,6.0,64.0
424,0.0,0.0,8.0,8.0,-199.024,-83.329,6.0,64.0
425,0.0,0.0,8.0,8.0,-212.828,-85.204,6.0,64.0
426,0.0,0.0,8.0,8.0,-63.104,303.674,6.0,64.0
427,0.0,0.0,8.0,8.0,-254.571,-89.078,6.0,64.0
428,0.0,0.0,8.0,8.0,-16.437,215.138,6.0,64.0
429,0.0,0.0,8.0,8.0,-268.274,-90.698,6.0,64.0
430,0.0,0.0,8.0,8.0,-26.374,241.298,6.0,64.0
431,0.0,0.0,8.0,8.0,-51.517,292.169,6.0,64.0
432,0.0,0.0,8.0,8.0,-31.972,254.218,6.0,64.0
433,0.0,0.0,8.0,8.0,-65.517,316.946,6.0,64.0
434,0.0,0.0,8.0,8.0,-69.29,329.935,6.0,64.0
435,0.0,0.0,8.0,8.0,-154.993,-81.916,6.0,64.0
436,0.0,0.0,8.0,8.0,-322.838,-97.127,6.0,64.0
437,0.0,0.0,8.0,8.0,-6.354,202.179,6.0,64.0
438,0.0,0.0,8.0,8.0,-308.045,-99.274,6.0,64.0
439,0.0,0.0,8.0,8.0,-223.159,-95.5,6.0,64.0
440,0.0,0.0,8.0,8.0,-293.644,-99.865,6.0,64.0
441,0.0,0.0,8.0,8.0,-237.056,-97.228,6.0,64.0
442,0.0,0.0,8.0,8.0,-30.197,268.01,6.0,64.0
443,0.0,0.0,8.0,8.0,15.091,120.426,6.0,64.0
444,0.0,0.0,8.0,8.0,0.0,188.794,6.0,64.0
445,0.0,0.0,8.0,8.0,-278.784,-101.469,6.0,64.0
446,0.0,0.0,8.0,8.0,-46.427,306.667,6.0,64.0
447,0.0,0.0,8.0,8.0,-33.494,281.203,6.0,64.0
448,0.0,0.0,8.0,8.0,-180.232,-91.833,6.0,64.0
449,0.0,0.0,8.0,8.0,11.936,147.857,6.0,64.0
450,0.0,0.0,8.0,8.0,-10.908,228.99,6.0,64.0
451,0.0,0.0,8.0,8.0,-193.574,-95.307,6.0,64.0
452,0.0,0.0,8.0,8.0,-50.246,319.723,6.0,64.0
453,0.0,0.0,8.0,8.0,-249.176,-103.212,6.0,64.0
454,0.0,0.0,8.0,8.0,6.555,175.186,6.0,64.0
455,0.0,0.0,8.0,8.0,-111.912,-75.239,6.0,64.0
456,0.0,0.0,8.0,8.0,-206.996,-98.53,6.0,64.0
457,0.0,0.0,8.0,8.0,-262.43,-106.431,6.0,64.0
458,0.0,0.0,8.0,8.0,-34.442,294.67,6.0,64.0
459,0.0,0.0,8.0,8.0,-17.794,255.602,6.0,64.0
460,0.0,0.0,8.0,8.0,-53.144,332.917,6.0,64.0
461,0.0,0.0,8.0,8.0,-137.977,-84.552,6.0,64.0
462,0.0,0.0,8.0,8.0,-3.29,215.739,6.0,64.0
463,0.0,0.0,8.0,8.0,-11.321,242.471,6.0,64.0
464,0.0,0.0,8.0,8.0,-317.726,-112.73,6.0,64.0
465,0.0,0.0,8.0,8.0,12.697,161.325,6.0,64.0
466,0.0,0.0,8.0,8.0,-302.931,-113.929,6.0,64.0
467,0.0,0.0,8.0,8.0,-163.5,-94.397,6.0,64.0
468,0.0,0.0,8.0,8.0,-287.753,-115.752,6.0,64.0
469,0.0,0.0,8.0,8.0,-231.286,-110.252,6.0,64.0
470,0.0,0.0,8.0,8.0,-15.123,269.281,6.0,64.0
471,0.0,0.0,8.0,8.0,-122.08,-84.266,6.0,64.0
472,0.0,0.0,8.0,8.0,-216.79,-109.189,6.0,64.0
473,0.0,0.0,8.0,8.0,-29.611,308.745,6.0,64.0
474,0.0,0.0,8.0,8.0,-272.413,-117.507,6.0,64.0
475,0.0,0.0,8.0,8.0,-34.859,321.764,6.0,64.0
476,0.0,0.0,8.0,8.0,-148.438,-93.27,6.0,64.0
477,0.0,0.0,8.0,8.0,-16.776,282.694,6.0,64.0
478,0.0,0.0,8.0,8.0,-36.873,335.11,6.0,64.0
479,0.0,0.0,8.0,8.0,-242.996,-117.021,6.0,64.0
480,0.0,0.0,8.0,8.0,3.637,229.221,6.0,64.0
481,0.0,0.0,8.0,8.0,-187.404,-106.931,6.0,64.0
482,0.0,0.0,8.0,8.0,-3.562,256.196,6.0,64.0
483,0.0,0.0,8.0,8.0,-311.861,-128.066,6.0,64.0
484,0.0,0.0,8.0,8.0,-17.25,296.174,6.0,64.0
485,0.0,0.0,8.0,8.0,-255.664,-121.791,6.0,64.0
486,0.0,0.0,8.0,8.0,-200.33,-111.46,6.0,64.0
487,0.0,0.0,8.0,8.0,-297.121,-128.322,6.0,64.0
488,0.0,0.0,8.0,8.0,9.868,215.539,6.0,64.0
489,0.0,0.0,8.0,8.0,3.775,242.706,6.0,64.0
490,0.0,0.0,8.0,8.0,19.628,174.206,6.0,64.0
491,0.0,0.0,8.0,8.0,-92.973,-78.014,6.0,64.0
492,0.0,0.0,8.0,8.0,-281.002,-131.293,6.0,64.0
493,0.0,0.0,8.0,8.0,-19.392,323.065,6.0,64.0
494,0.0,0.0,8.0,8.0,-224.802,-122.935,6.0,64.0
495,0.0,0.0,8.0,8.0,0.0,269.706,6.0,64.0
496,0.0,0.0,8.0,8.0,-12.706,309.901,6.0,64.0
497,0.0,0.0,8.0,8.0,27.437,132.032,6.0,64.0
498,0.0,0.0,8.0,8.0,28.862,103.95,6.0,64.0
499,0.0,0.0,8.0,8.0,-265.12,-133.148,6.0,64.0
500,0.0,0.0,8.0,8.0,-20.513,336.507,6.0,64.0
501,0.0,0.0,8.0,8.0,19.036,201.381,6.0,64.0
502,0.0,0.0,8.0,8.0,-209.583,-122.456,6.0,64.0
503,0.0,0.0,8.0,8.0,0.0,283.191,6.0,64.0
504,0.0,0.0,8.0,8.0,-78.322,-74.191,6.0,64.0
505,0.0,0.0,8.0,8.0,-305.256,-143.098,6.0,64.0
506,0.0,0.0,8.0,8.0,-236.053,-130.462,6.0,64.0
507,0.0,0.0,8.0,8.0,-290.627,-142.42,6.0,64.0
508,0.0,0.0,8.0,8.0,10.682,255.998,6.0,64.0
509,0.0,0.0,8.0,8.0,24.643,187.179,6.0,64.0
510,0.0,0.0,8.0,8.0,0.0,296.676,6.0,64.0
511,0.0,0.0,8.0,8.0,-141.053,-104.102,6.0,64.0
512,0.0,0.0,8.0,8.0,-167.301,-113.698,6.0,64.0
513,0.0,0.0,8.0,8.0,-180.536,-118.157,6.0,64.0
514,0.0,0.0,8.0,8.0,18.168,228.529,6.0,64.0
515,0.0,0.0,8.0,8.0,-248.0,-136.722,6.0,64.0
516,0.0,0.0,8.0,8.0,-192.857,-123.942,6.0,64.0
517,0.0,0.0,8.0,8.0,22.99,214.536,6.0,64.0
518,0.0,0.0,8.0,8.0,-3.881,323.623,6.0,64.0
519,0.0,0.0,8.0,8.0,-273.413,-146.443,6.0,64.0
520,0.0,0.0,8.0,8.0,18.857,242.002,6.0,64.0
521,0.0,0.0,8.0,8.0,-4.105,337.107,6.0,64.0
522,0.0,0.0,8.0,8.0,4.236,310.133,6.0,64.0
523,0.0,0.0,8.0,8.0,15.123,269.281,6.0,64.0
524,0.0,0.0,8.0,8.0,-217.622,-135.239,6.0,64.0
525,0.0,0.0,8.0,8.0,32.592,172.252,6.0,64.0
526,0.0,0.0,8.0,8.0,-256.929,-148.338,6.0,64.0
527,0.0,0.0,8.0,8.0,-297.926,-157.79,6.0,64.0
528,0.0,0.0,8.0,8.0,35.5,144.028,6.0,64.0
529,0.0,0.0,8.0,8.0,-283.464,-156.19,6.0,64.0
530,0.0,0.0,8.0,8.0,-149.78,-114.93,6.0,64.0
531,0.0,0.0,8.0,8.0,16.776,282.694,6.0,64.0
532,0.0,0.0,8.0,8.0,-228.366,-143.492,6.0,64.0
533,0.0,0.0,8.0,8.0,-201.564,-135.248,6.0,64.0
534,0.0,0.0,8.0,8.0,-123.051,-105.096,6.0,64.0
535,0.0,0.0,8.0,8.0,24.892,255.008,6.0,64.0
536,0.0,0.0,8.0,8.0,17.25,296.174,6.0,64.0
537,0.0,0.0,8.0,8.0,37.777,157.352,6.0,64.0
538,0.0,0.0,8.0,8.0,11.64,323.437,6.0,64.0
539,0.0,0.0,8.0,8.0,38.654,115.048,6.0,64.0
540,0.0,0.0,8.0,8.0,-239.465,-151.174,6.0,64.0
541,0.0,0.0,8.0,8.0,-172.997,-128.943,6.0,64.0
542,0.0,0.0,8.0,8.0,32.626,226.916,6.0,64.0
543,0.0,0.0,8.0,8.0,-96.435,-94.264,6.0,64.0
544,0.0,0.0,8.0,8.0,-265.008,-161.155,6.0,64.0
545,0.0,0.0,8.0,8.0,12.313,336.907,6.0,64.0
546,0.0,0.0,8.0,8.0,36.026,212.736,6.0,64.0
547,0.0,0.0,8.0,8.0,-184.608,-135.924,6.0,64.0
548,0.0,0.0,8.0,8.0,-132.879,-114.352,6.0,64.0
549,0.0,0.0,8.0,8.0,21.166,309.438,6.0,64.0
550,0.0,0.0,8.0,8.0,33.865,240.361,6.0,64.0
551,0.0,0.0,8.0,8.0,30.197,268.01,6.0,64.0
552,0.0,0.0,8.0,8.0,-209.77,-147.124,6.0,64.0
553,0.0,0.0,8.0,8.0,-289.891,-172.109,6.0,64.0
554,0.0,0.0,8.0,8.0,-106.982,-102.757,6.0,64.0
555,0.0,0.0,8.0,8.0,-275.65,-169.601,6.0,64.0
556,0.0,0.0,8.0,8.0,-247.869,-163.026,6.0,64.0
557,0.0,0.0,8.0,8.0,33.494,281.203,6.0,64.0
558,0.0,0.0,8.0,8.0,-219.961,-156.071,6.0,64.0
559,0.0,0.0,8.0,8.0,27.134,322.507,6.0,64.0
560,0.0,0.0,8.0,8.0,39.026,253.231,6.0,64.0
561,0.0,0.0,8.0,8.0,44.126,197.408,6.0,64.0
562,0.0,0.0,8.0,8.0,45.373,169.335,6.0,64.0
563,0.0,0.0,8.0,8.0,-192.766,-147.518,6.0,64.0
564,0.0,0.0,8.0,8.0,34.442,294.67,6.0,64.0
565,0.0,0.0,8.0,8.0,28.701,335.908,6.0,64.0
566,0.0,0.0,8.0,8.0,-230.089,-165.094,6.0,64.0
567,0.0,0.0,8.0,8.0,-255.812,-175.386,6.0,64.0
568,0.0,0.0,8.0,8.0,-164.814,-139.25,6.0,64.0
569,0.0,0.0,8.0,8.0,46.952,224.39,6.0,64.0
570,0.0,0.0,8.0,8.0,48.863,182.361,6.0,64.0
571,0.0,0.0,8.0,8.0,-281.167,-186.019,6.0,64.0
572,0.0,0.0,8.0,8.0,-151.732,-133.77,6.0,64.0
573,0.0,0.0,8.0,8.0,38.033,307.821,6.0,64.0
574,0.0,0.0,8.0,8.0,-267.201,-182.622,6.0,64.0
575,0.0,0.0,8.0,8.0,48.928,210.144,6.0,64.0
576,0.0,0.0,8.0,8.0,45.177,265.895,6.0,64.0
577,0.0,0.0,8.0,8.0,-201.269,-158.555,6.0,64.0
578,0.0,0.0,8.0,8.0,-175.616,-147.359,6.0,64.0
579,0.0,0.0,8.0,8.0,48.743,237.791,6.0,64.0
580,0.0,0.0,8.0,8.0,-237.971,-177.163,6.0,64.0
581,0.0,0.0,8.0,8.0,42.565,320.836,6.0,64.0
582,0.0,0.0,8.0,8.0,50.896,124.879,6.0,64.0
583,0.0,0.0,8.0,8.0,-123.962,-123.962,6.0,64.0
584,0.0,0.0,8.0,8.0,-210.864,-168.159,6.0,64.0
585,0.0,0.0,8.0,8.0,-75.671,-94.889,6.0,64.0
586,0.0,0.0,8.0,8.0,50.094,278.725,6.0,64.0
587,0.0,0.0,8.0,8.0,53.039,250.671,6.0,64.0
588,0.0,0.0,8.0,8.0,45.022,334.112,6.0,64.0
589,0.0,0.0,8.0,8.0,51.517,292.169,6.0,64.0
590,0.0,0.0,8.0,8.0,-183.222,-159.217,6.0,64.0
591,0.0,0.0,8.0,8.0,-133.497,-133.497,6.0,64.0
592,0.0,0.0,8.0,8.0,-271.777,-199.487,6.0,64.0
593,0.0,0.0,8.0,8.0,-245.853,-189.094,6.0,64.0
594,0.0,0.0,8.0,8.0,50.533,95.315,6.0,64.0
595,0.0,0.0,8.0,8.0,-219.904,-178.435,6.0,64.0
596,0.0,0.0,8.0,8.0,-258.138,-195.223,6.0,64.0
597,0.0,0.0,8.0,8.0,57.901,165.471,6.0,64.0
598,0.0,0.0,8.0,8.0,54.786,305.285,6.0,64.0
599,0.0,0.0,8.0,8.0,-156.018,-149.039,6.0,64.0
600,0.0,0.0,8.0,8.0,60.015,262.944,6.0,64.0
601,0.0,0.0,8.0,8.0,61.089,220.961,6.0,64.0
602,0.0,0.0,8.0,8.0,-192.147,-169.495,6.0,64.0
603,0.0,0.0,8.0,8.0,61.648,206.77,6.0,64.0
604,0.0,0.0,8.0,8.0,-60.542,-89.293,6.0,64.0
605,0.0,0.0,8.0,8.0,57.898,318.426,6.0,64.0
606,0.0,0.0,8.0,8.0,58.144,136.468,6.0,64.0
607,0.0,0.0,8.0,8.0,63.432,234.3,6.0,64.0
608,0.0,0.0,8.0,8.0,-165.916,-158.2,6.0,64.0
609,0.0,0.0,8.0,8.0,-227.267,-190.7,6.0,64.0
610,0.0,0.0,8.0,8.0,-105.096,-123.051,6.0,64.0
611,0.0,0.0,8.0,8.0,61.236,331.524,6.0,64.0
612,0.0,0.0,8.0,8.0,-201.104,-179.717,6.0,64.0
613,0.0,0.0,8.0,8.0,61.927,149.505,6.0,64.0
614,0.0,0.0,8.0,8.0,66.888,247.336,6.0,64.0
615,0.0,0.0,8.0,8.0,66.518,275.268,6.0,64.0
616,0.0,0.0,8.0,8.0,-261.742,-212.483,6.0,64.0
617,0.0,0.0,8.0,8.0,68.418,288.679,6.0,64.0
618,0.0,0.0,8.0,8.0,-248.481,-207.375,6.0,64.0
619,0.0,0.0,8.0,8.0,-114.352,-132.879,6.0,64.0
620,0.0,0.0,8.0,8.0,-235.159,-202.238,6.0,64.0
621,0.0,0.0,8.0,8.0,68.52,190.321,6.0,64.0
622,0.0,0.0,8.0,8.0,-172.969,-170.3,6.0,64.0
623,0.0,0.0,8.0,8.0,71.375,301.837,6.0,64.0
624,0.0,0.0,8.0,8.0,-208.948,-191.149,6.0,64.0
625,0.0,0.0,8.0,8.0,73.099,315.284,6.0,64.0
626,0.0,0.0,8.0,8.0,74.664,259.165,6.0,64.0
627,0.0,0.0,8.0,8.0,-89.113,-118.588,6.0,64.0
628,0.0,0.0,8.0,8.0,-77.767,-110.171,6.0,64.0
629,0.0,0.0,8.0,8.0,60.684,105.107,6.0,64.0
630,0.0,0.0,8.0,8.0,-146.642,-158.273,6.0,64.0
631,0.0,0.0,8.0,8.0,-182.43,-179.912,6.0,64.0
632,0.0,0.0,8.0,8.0,74.98,216.641,6.0,64.0
633,0.0,0.0,8.0,8.0,74.139,202.627,6.0,64.0
634,0.0,0.0,8.0,8.0,70.105,160.681,6.0,64.0
635,0.0,0.0,8.0,8.0,-133.77,-151.732,6.0,64.0
636,0.0,0.0,8.0,8.0,77.304,328.149,6.0,64.0
637,0.0,0.0,8.0,8.0,72.248,174.423,6.0,64.0
638,0.0,0.0,8.0,8.0,77.876,229.904,6.0,64.0
639,0.0,0.0,8.0,8.0,-215.794,-203.592,6.0,64.0
640,0.0,0.0,8.0,8.0,-155.548,-168.405,6.0,64.0
641,0.0,0.0,8.0,8.0,-190.711,-190.711,6.0,64.0
642,0.0,0.0,8.0,8.0,80.53,243.236,6.0,64.0
643,0.0,0.0,8.0,8.0,-251.087,-224.975,6.0,64.0
644,0.0,0.0,8.0,8.0,-238.253,-219.05,6.0,64.0
645,0.0,0.0,8.0,8.0,82.708,270.844,6.0,64.0
646,0.0,0.0,8.0,8.0,85.088,284.213,6.0,64.0
647,0.0,0.0,8.0,8.0,-223.764,-214.778,6.0,64.0
648,0.0,0.0,8.0,8.0,87.752,297.489,6.0,64.0
649,0.0,0.0,8.0,8.0,88.131,311.416,6.0,64.0
650,0.0,0.0,8.0,8.0,-197.257,-203.192,6.0,64.0
651,0.0,0.0,8.0,8.0,-162.047,-180.724,6.0,64.0
652,0.0,0.0,8.0,8.0,89.078,254.571,6.0,64.0
653,0.0,0.0,8.0,8.0,-104.102,-141.053,6.0,64.0
654,0.0,0.0,8.0,8.0,93.189,323.997,6.0,64.0
655,0.0,0.0,8.0,8.0,-172.15,-189.772,6.0,64.0
656,0.0,0.0,8.0,8.0,-114.93,-149.78,6.0,64.0
657,0.0,0.0,8.0,8.0,-136.721,-166.919,6.0,64.0
658,0.0,0.0,8.0,8.0,86.354,197.73,6.0,64.0
659,0.0,0.0,8.0,8.0,88.57,211.45,6.0,64.0
660,0.0,0.0,8.0,8.0,-239.835,-236.933,6.0,64.0
661,0.0,0.0,8.0,8.0,-227.477,-230.221,6.0,64.0
662,0.0,0.0,8.0,8.0,-203.592,-215.794,6.0,64.0
663,0.0,0.0,8.0,8.0,92.018,224.617,6.0,64.0
664,0.0,0.0,8.0,8.0,72.672,113.596,6.0,64.0
665,0.0,0.0,8.0,8.0,93.923,238.385,6.0,64.0
666,0.0,0.0,8.0,8.0,-179.717,-201.104,6.0,64.0
667,0.0,0.0,8.0,8.0,81.916,154.993,6.0,64.0
668,0.0,0.0,8.0,8.0,-144.554,-177.931,6.0,64.0
669,0.0,0.0,8.0,8.0,98.608,265.469,6.0,64.0
670,0.0,0.0,8.0,8.0,102.96,306.833,6.0,64.0
671,0.0,0.0,8.0,8.0,101.469,278.784,6.0,64.0
672,0.0,0.0,8.0,8.0,-211.702,-226.677,6.0,64.0
673,0.0,0.0,8.0,8.0,103.867,292.253,6.0,64.0
674,0.0,0.0,8.0,8.0,-55.369,-108.002,6.0,64.0
675,0.0,0.0,8.0,8.0,108.853,319.075,6.0,64.0
676,0.0,0.0,8.0,8.0,79.282,125.374,6.0,64.0
677,0.0,0.0,8.0,8.0,91.833,180.232,6.0,64.0
678,0.0,0.0,8.0,8.0,-184.873,-214.52,6.0,64.0
679,0.0,0.0,8.0,8.0,103.212,249.176,6.0,64.0
680,0.0,0.0,8.0,8.0,-150.498,-190.449,6.0,64.0
681,0.0,0.0,8.0,8.0,-161.337,-199.046,6.0,64.0
682,0.0,0.0,8.0,8.0,84.552,137.977,6.0,64.0
683,0.0,0.0,8.0,8.0,-84.552,-137.977,6.0,64.0
684,0.0,0.0,8.0,8.0,-228.015,-248.329,6.0,64.0
685,0.0,0.0,8.0,8.0,-216.177,-240.862,6.0,64.0
686,0.0,0.0,8.0,8.0,69.841,82.224,6.0,64.0
687,0.0,0.0,8.0,8.0,-126.29,-174.943,6.0,64.0
688,0.0,0.0,8.0,8.0,98.248,192.098,6.0,64.0
689,0.0,0.0,8.0,8.0,-93.27,-148.438,6.0,64.0
690,0.0,0.0,8.0,8.0,101.802,205.406,6.0,64.0
691,0.0,0.0,8.0,8.0,107.026,232.796,6.0,64.0
692,0.0,0.0,8.0,8.0,-190.7,-227.267,6.0,64.0
693,0.0,0.0,8.0,8.0,-168.159,-210.864,6.0,64.0
694,0.0,0.0,8.0,8.0,117.553,301.544,6.0,64.0
695,0.0,0.0,8.0,8.0,-113.698,-167.301,6.0,64.0
696,0.0,0.0,8.0,8.0,105.804,218.462,6.0,64.0
697,0.0,0.0,8.0,8.0,94.397,163.5,6.0,64.0
698,0.0,0.0,8.0,8.0,114.161,259.161,6.0,64.0
699,0.0,0.0,8.0,8.0,-39.931,-100.22,6.0,64.0
700,0.0,0.0,8.0,8.0,-199.007,-237.9,6.0,64.0
701,0.0,0.0,8.0,8.0,-132.978,-186.741,6.0,64.0
702,0.0,0.0,8.0,8.0,117.507,272.413,6.0,64.0
703,0.0,0.0,8.0,8.0,119.671,286.145,6.0,64.0
704,0.0,0.0,8.0,8.0,124.259,313.397,6.0,64.0
705,0.0,0.0,8.0,8.0,93.27,148.438,6.0,64.0
706,0.0,0.0,8.0,8.0,-68.936,-131.347,6.0,64.0
707,0.0,0.0,8.0,8.0,117.021,242.996,6.0,64.0
708,0.0,0.0,8.0,8.0,-171.84,-225.096,6.0,64.0
709,0.0,0.0,8.0,8.0,-215.654,-259.136,6.0,64.0
710,0.0,0.0,8.0,8.0,-150.026,-207.705,6.0,64.0
711,0.0,0.0,8.0,8.0,-204.38,-250.95,6.0,64.0
712,0.0,0.0,8.0,8.0,-56.527,-122.434,6.0,64.0
713,0.0,0.0,8.0,8.0,-138.367,-199.437,6.0,64.0
714,0.0,0.0,8.0,8.0,131.875,295.561,6.0,64.0
715,0.0,0.0,8.0,8.0,80.307,90.999,6.0,64.0
716,0.0,0.0,8.0,8.0,-115.39,-182.317,6.0,64.0
717,0.0,0.0,8.0,8.0,109.776,185.751,6.0,64.0
718,0.0,0.0,8.0,8.0,119.799,226.489,6.0,64.0
719,0.0,0.0,8.0,8.0,-94.397,-163.5,6.0,64.0
720,0.0,0.0,8.0,8.0,-156.071,-219.961,6.0,64.0
721,0.0,0.0,8.0,8.0,-177.163,-237.971,6.0,64.0
722,0.0,0.0,8.0,8.0,114.625,198.536,6.0,64.0
723,0.0,0.0,8.0,8.0,139.37,306.975,6.0,64.0
724,0.0,0.0,8.0,8.0,119.181,211.462,6.0,64.0
725,0.0,0.0,8.0,8.0,-185.719,-248.412,6.0,64.0
726,0.0,0.0,8.0,8.0,129.313,251.943,6.0,64.0
727,0.0,0.0,8.0,8.0,135.119,279.183,6.0,64.0
728,0.0,0.0,8.0,8.0,-81.916,-154.993,6.0,64.0
729,0.0,0.0,8.0,8.0,133.148,265.12,6.0,64.0
730,0.0,0.0,8.0,8.0,-120.866,-194.799,6.0,64.0
731,0.0,0.0,8.0,8.0,-192.114,-260.46,6.0,64.0
732,0.0,0.0,8.0,8.0,-202.782,-269.328,6.0,64.0
733,0.0,0.0,8.0,8.0,130.462,236.053,6.0,64.0
734,0.0,0.0,8.0,8.0,104.102,141.053,6.0,64.0
735,0.0,0.0,8.0,8.0,-138.251,-215.721,6.0,64.0
736,0.0,0.0,8.0,8.0,-158.204,-234.88,6.0,64.0
737,0.0,0.0,8.0,8.0,145.894,288.898,6.0,64.0
738,0.0,0.0,8.0,8.0,113.698,167.301,6.0,64.0
739,0.0,0.0,8.0,8.0,-125.7,-207.653,6.0,64.0
740,0.0,0.0,8.0,8.0,132.201,219.481,6.0,64.0
741,0.0,0.0,8.0,8.0,92.044,98.555,6.0,64.0
742,0.0,0.0,8.0,8.0,154.151,299.826,6.0,64.0
743,0.0,0.0,8.0,8.0,120.896,178.713,6.0,64.0
744,0.0,0.0,8.0,8.0,-104.061,-189.012,6.0,64.0
745,0.0,0.0,8.0,8.0,-143.492,-228.366,6.0,64.0
746,0.0,0.0,8.0,8.0,-163.026,-247.869,6.0,64.0
747,0.0,0.0,8.0,8.0,98.366,111.033,6.0,64.0
748,0.0,0.0,8.0,8.0,150.163,271.387,6.0,64.0
749,0.0,0.0,8.0,8.0,126.986,190.866,6.0,64.0
750,0.0,0.0,8.0,8.0,-171.876,-258.184,6.0,64.0
751,0.0,0.0,8.0,8.0,144.011,243.84,6.0,64.0
752,0.0,0.0,8.0,8.0,132.097,203.643,6.0,64.0
753,0.0,0.0,8.0,8.0,-91.833,-180.232,6.0,64.0
754,0.0,0.0,8.0,8.0,148.338,256.929,6.0,64.0
755,0.0,0.0,8.0,8.0,114.93,149.78,6.0,64.0
756,0.0,0.0,8.0,8.0,105.096,123.051,6.0,64.0
757,0.0,0.0,8.0,8.0,-179.405,-269.372,6.0,64.0
758,0.0,0.0,8.0,8.0,-189.428,-278.881,6.0,64.0
759,0.0,0.0,8.0,8.0,-61.927,-149.505,6.0,64.0
760,0.0,0.0,8.0,8.0,143.492,228.366,6.0,64.0
761,0.0,0.0,8.0,8.0,-108.268,-202.073,6.0,64.0
762,0.0,0.0,8.0,8.0,159.578,281.571,6.0,64.0
763,0.0,0.0,8.0,8.0,-70.105,-160.681,6.0,64.0
764,0.0,0.0,8.0,8.0,-126.048,-223.071,6.0,64.0
765,0.0,0.0,8.0,8.0,-32.871,-116.831,6.0,64.0
766,0.0,0.0,8.0,8.0,-144.011,-243.84,6.0,64.0
767,0.0,0.0,8.0,8.0,168.566,291.965,6.0,64.0
768,0.0,0.0,8.0,8.0,114.352,132.879,6.0,64.0
769,0.0,0.0,8.0,8.0,144.194,211.795,6.0,64.0
770,0.0,0.0,8.0,8.0,-112.547,-215.066,6.0,64.0
771,0.0,0.0,8.0,8.0,-130.462,-236.053,6.0,64.0
772,0.0,0.0,8.0,8.0,85.884,65.288,6.0,64.0
773,0.0,0.0,8.0,8.0,131.567,171.01,6.0,64.0
774,0.0,0.0,8.0,8.0,-92.344,-195.005,6.0,64.0
775,0.0,0.0,8.0,8.0,164.76,262.782,6.0,64.0
776,0.0,0.0,8.0,8.0,-148.338,-256.929,6.0,64.0
777,0.0,0.0,8.0,8.0,-46.974,-140.704,6.0,64.0
778,0.0,0.0,8.0,8.0,-157.52,-267.184,6.0,64.0
779,0.0,0.0,8.0,8.0,-166.284,-277.663,6.0,64.0
780,0.0,0.0,8.0,8.0,-175.626,-287.774,6.0,64.0
781,0.0,0.0,8.0,8.0,138.836,182.428,6.0,64.0
782,0.0,0.0,8.0,8.0,158.204,234.88,6.0,64.0
783,0.0,0.0,8.0,8.0,-72.248,-174.423,6.0,64.0
784,0.0,0.0,8.0,8.0,163.026,247.869,6.0,64.0
785,0.0,0.0,8.0,8.0,144.502,195.037,6.0,64.0
786,0.0,0.0,8.0,8.0,172.894,273.596,6.0,64.0
787,0.0,0.0,8.0,8.0,156.071,219.961,6.0,64.0
788,0.0,0.0,8.0,8.0,-17.453,-106.461,6.0,64.0
