定日镜序号,吸收塔x坐标(m),吸收塔y坐标(m),定日镜宽度(m),定日镜高度(m),定日镜x坐标(m),定日镜y坐标(m),定日镜z坐标(m),镜面面积(m2)
396,0.0,0.0,6.0,6.0,-160.681,-70.105,4.0,36.0
397,0.0,0.0,6.0,6.0,-154.993,-81.916,4.0,36.0
398,0.0,0.0,6.0,6.0,-148.438,-93.27,4.0,36.0
399,0.0,0.0,6.0,6.0,-141.053,-104.102,4.0,36.0
400,0.0,0.0,6.0,6.0,-132.879,-114.352,4.0,36.0
401,0.0,0.0,6.0,6.0,-123.962,-123.962,4.0,36.0
402,0.0,0.0,6.0,6.0,-114.352,-132.879,4.0,36.0
403,0.0,0.0,6.0,6.0,-104.102,-141.053,4.0,36.0
404,0.0,0.0,6.0,6.0,-93.27,-148.438,4.0,36.0
405,0.0,0.0,6.0,6.0,-81.916,-154.993,4.0,36.0
406,0.0,0.0,6.0,6.0,-70.105,-160.681,4.0,36.0
407,0.0,0.0,6.0,6.0,-57.901,-165.471,4.0,36.0
408,0.0,0.0,6.0,6.0,-45.373,-169.335,4.0,36.0
409,0.0,0.0,6.0,6.0,-32.592,-172.252,4.0,36.0
410,0.0,0.0,6.0,6.0,-19.628,-174.206,4.0,36.0
411,0.0,0.0,6.0,6.0,-6.555,-175.186,4.0,36.0
412,0.0,0.0,6.0,6.0,6.555,-175.186,4.0,36.0
413,0.0,0.0,6.0,6.0,19.628,-174.206,4.0,36.0
414,0.0,0.0,6.0,6.0,32.592,-172.252,4.0,36.0
415,0.0,0.0,6.0,6.0,45.373,-169.335,4.0,36.0
416,0.0,0.0,6.0,6.0,57.901,-165.471,4.0,36.0
417,0.0,0.0,6.0,6.0,70.105,-160.681,4.0,36.0
418,0.0,0.0,6.0,6.0,81.916,-154.993,4.0,36.0
419,0.0,0.0,6.0,6.0,93.27,-148.438,4.0,36.0
420,0.0,0.0,6.0,6.0,104.102,-141.053,4.0,36.0
421,0.0,0.0,6.0,6.0,114.352,-132.879,4.0,36.0
422,0.0,0.0,6.0,6.0,123.962,-123.962,4.0,36.0
423,0.0,0.0,6.0,6.0,132.879,-114.352,4.0,36.0
424,0.0,0.0,6.0,6.0,141.053,-104.102,4.0,36.0
425,0.0,0.0,6.0,6.0,148.438,-93.27,4.0,36.0
426,0.0,0.0,6.0,6.0,154.993,-81.916,4.0,36.0
427,0.0,0.0,6.0,6.0,160.681,-70.105,4.0,36.0
428,0.0,0.0,6.0,6.0,165.471,-57.901,4.0,36.0
429,0.0,0.0,6.0,6.0,169.335,-45.373,4.0,36.0
430,0.0,0.0,6.0,6.0,172.252,-32.592,4.0,36.0
431,0.0,0.0,6.0,6.0,174.206,-19.628,4.0,36.0
432,0.0,0.0,6.0,6.0,175.186,-6.555,4.0,36.0
433,0.0,0.0,6.0,6.0,188.39,12.348,4.0,36.0
434,0.0,0.0,6.0,6.0,187.179,24.643,4.0,36.0
435,0.0,0.0,6.0,6.0,185.166,36.832,4.0,36.0
436,0.0,0.0,6.0,6.0,182.361,48.863,4.0,36.0
437,0.0,0.0,6.0,6.0,178.775,60.686,4.0,36.0
438,0.0,0.0,6.0,6.0,174.423,72.248,4.0,36.0
439,0.0,0.0,6.0,6.0,169.324,83.501,4.0,36.0
440,0.0,0.0,6.0,6.0,163.5,94.397,4.0,36.0
441,0.0,0.0,6.0,6.0,156.976,104.888,4.0,36.0
442,0.0,0.0,6.0,6.0,149.78,114.93,4.0,36.0
443,0.0,0.0,6.0,6.0,141.943,124.48,4.0,36.0
444,0.0,0.0,6.0,6.0,133.497,133.497,4.0,36.0
445,0.0,0.0,6.0,6.0,124.48,141.943,4.0,36.0
446,0.0,0.0,6.0,6.0,114.93,149.78,4.0,36.0
447,0.0,0.0,6.0,6.0,104.888,156.976,4.0,36.0
448,0.0,0.0,6.0,6.0,94.397,163.5,4.0,36.0
449,0.0,0.0,6.0,6.0,83.501,169.324,4.0,36.0
450,0.0,0.0,6.0,6.0,72.248,174.423,4.0,36.0
451,0.0,0.0,6.0,6.0,60.686,178.775,4.0,36.0
452,0.0,0.0,6.0,6.0,48.863,182.361,4.0,36.0
453,0.0,0.0,6.0,6.0,36.832,185.166,4.0,36.0
454,0.0,0.0,6.0,6.0,24.643,187.179,4.0,36.0
455,0.0,0.0,6.0,6.0,12.348,188.39,4.0,36.0
456,0.0,0.0,6.0,6.0,0.0,188.794,4.0,36.0
457,0.0,0.0,6.0,6.0,-12.348,188.39,4.0,36.0
458,0.0,0.0,6.0,6.0,-24.643,187.179,4.0,36.0
459,0.0,0.0,6.0,6.0,-36.832,185.166,4.0,36.0
460,0.0,0.0,6.0,6.0,-48.863,182.361,4.0,36.0
461,0.0,0.0,6.0,6.0,-60.686,178.775,4.0,36.0
462,0.0,0.0,6.0,6.0,-72.248,174.423,4.0,36.0
463,0.0,0.0,6.0,6.0,-83.501,169.324,4.0,36.0
464,0.0,0.0,6.0,6.0,-94.397,163.5,4.0,36.0
465,0.0,0.0,6.0,6.0,-104.888,156.976,4.0,36.0
466,0.0,0.0,6.0,6.0,-114.93,149.78,4.0,36.0
467,0.0,0.0,6.0,6.0,-124.48,141.943,4.0,36.0
468,0.0,0.0,6.0,6.0,-133.497,133.497,4.0,36.0
469,0.0,0.0,6.0,6.0,-141.943,124.48,4.0,36.0
470,0.0,0.0,6.0,6.0,-149.78,114.93,4.0,36.0
471,0.0,0.0,6.0,6.0,-156.976,104.888,4.0,36.0
472,0.0,0.0,6.0,6.0,-163.5,94.397,4.0,36.0
473,0.0,0.0,6.0,6.0,-169.324,83.501,4.0,36.0
474,0.0,0.0,6.0,6.0,-174.423,72.248,4.0,36.0
475,0.0,0.0,6.0,6.0,-178.775,60.686,4.0,36.0
476,0.0,0.0,6.0,6.0,-182.361,48.863,4.0,36.0
477,0.0,0.0,6.0,6.0,-185.166,36.832,4.0,36.0
478,0.0,0.0,6.0,6.0,-187.179,24.643,4.0,36.0
479,0.0,0.0,6.0,6.0,-188.39,12.348,4.0,36.0
480,0.0,0.0,6.0,6.0,-188.794,0.0,4.0,36.0
481,0.0,0.0,6.0,6.0,-188.39,-12.348,4.0,36.0
482,0.0,0.0,6.0,6.0,-187.179,-24.643,4.0,36.0
483,0.0,0.0,6.0,6.0,-185.166,-36.832,4.0,36.0
484,0.0,0.0,6.0,6.0,-182.361,-48.863,4.0,36.0
485,0.0,0.0,6.0,6.0,-178.775,-60.686,4.0,36.0
486,0.0,0.0,6.0,6.0,-174.423,-72.248,4.0,36.0
487,0.0,0.0,6.0,6.0,-169.324,-83.501,4.0,36.0
488,0.0,0.0,6.0,6.0,-163.5,-94.397,4.0,36.0
489,0.0,0.0,6.0,6.0,-156.976,-104.888,4.0,36.0
490,0.0,0.0,6.0,6.0,-149.78,-114.93,4.0,36.0
491,0.0,0.0,6.0,6.0,-141.943,-124.48,4.0,36.0
492,0.0,0.0,6.0,6.0,-133.497,-133.497,4.0,36.0
493,0.0,0.0,6.0,6.0,-124.48,-141.943,4.0,36.0
494,0.0,0.0,6.0,6.0,-114.93,-149.78,4.0,36.0
495,0.0,0.0,6.0,6.0,-104.888,-156.976,4.0,36.0
496,0.0,0.0,6.0,6.0,-94.397,-163.5,4.0,36.0
497,0.0,0.0,6.0,6.0,-83.501,-169.324,4.0,36.0
498,0.0,0.0,6.0,6.0,-72.248,-174.423,4.0,36.0
499,0.0,0.0,6.0,6.0,-60.686,-178.775,4.0,36.0
500,0.0,0.0,6.0,6.0,-48.863,-182.361,4.0,36.0
501,0.0,0.0,6.0,6.0,-36.832,-185.166,4.0,36.0
502,0.0,0.0,6.0,6.0,-24.643,-187.179,4.0,36.0
503,0.0,0.0,6.0,6.0,-12.348,-188.39,4.0,36.0
504,0.0,0.0,6.0,6.0,0.0,-188.794,4.0,36.0
505,0.0,0.0,6.0,6.0,12.348,-188.39,4.0,36.0
506,0.0,0.0,6.0,6.0,24.643,-187.179,4.0,36.0
507,0.0,0.0,6.0,6.0,36.832,-185.166,4.0,36.0
508,0.0,0.0,6.0,6.0,48.863,-182.361,4.0,36.0
509,0.0,0.0,6.0,6.0,60.686,-178.775,4.0,36.0
510,0.0,0.0,6.0,6.0,72.248,-174.423,4.0,36.0
511,0.0,0.0,6.0,6.0,83.501,-169.324,4.0,36.0
512,0.0,0.0,6.0,6.0,94.397,-163.5,4.0,36.0
513,0.0,0.0,6.0,6.0,104.888,-156.976,4.0,36.0
514,0.0,0.0,6.0,6.0,114.93,-149.78,4.0,36.0
515,0.0,0.0,6.0,6.0,124.48,-141.943,4.0,36.0
516,0.0,0.0,6.0,6.0,133.497,-133.497,4.0,36.0
517,0.0,0.0,6.0,6.0,141.943,-124.48,4.0,36.0
518,0.0,0.0,6.0,6.0,149.78,-114.93,4.0,36.0
519,0.0,0.0,6.0,6.0,156.976,-104.888,4.0,36.0
520,0.0,0.0,6.0,6.0,163.5,-94.397,4.0,36.0
521,0.0,0.0,6.0,6.0,169.324,-83.501,4.0,36.0
522,0.0,0.0,6.0,6.0,174.423,-72.248,4.0,36.0
523,0.0,0.0,6.0,6.0,178.775,-60.686,4.0,36.0
524,0.0,0.0,6.0,6.0,182.361,-48.863,4.0,36.0
525,0.0,0.0,6.0,6.0,185.166,-36.832,4.0,36.0
526,0.0,0.0,6.0,6.0,187.179,-24.643,4.0,36.0
527,0.0,0.0,6.0,6.0,188.39,-12.348,4.0,36.0
528,0.0,0.0,6.0,6.0,188.794,0.0,4.0,36.0
529,0.0,0.0,6.0,6.0,202.179,6.354,4.0,36.0
530,0.0,0.0,6.0,6.0,201.381,19.036,4.0,36.0
531,0.0,0.0,6.0,6.0,199.789,31.643,4.0,36.0
532,0.0,0.0,6.0,6.0,197.408,44.126,4.0,36.0
533,0.0,0.0,6.0,6.0,194.247,56.434,4.0,36.0
534,0.0,0.0,6.0,6.0,190.321,68.52,4.0,36.0
535,0.0,0.0,6.0,6.0,185.643,80.335,4.0,36.0
536,0.0,0.0,6.0,6.0,180.232,91.833,4.0,36.0
537,0.0,0.0,6.0,6.0,174.11,102.969,4.0,36.0
538,0.0,0.0,6.0,6.0,167.301,113.698,4.0,36.0
539,0.0,0.0,6.0,6.0,159.832,123.978,4.0,36.0
540,0.0,0.0,6.0,6.0,151.732,133.77,4.0,36.0
541,0.0,0.0,6.0,6.0,143.033,143.033,4.0,36.0
542,0.0,0.0,6.0,6.0,133.77,151.732,4.0,36.0
543,0.0,0.0,6.0,6.0,123.978,159.832,4.0,36.0
544,0.0,0.0,6.0,6.0,113.698,167.301,4.0,36.0
545,0.0,0.0,6.0,6.0,102.969,174.11,4.0,36.0
546,0.0,0.0,6.0,6.0,91.833,180.232,4.0,36.0
547,0.0,0.0,6.0,6.0,80.335,185.643,4.0,36.0
548,0.0,0.0,6.0,6.0,68.52,190.321,4.0,36.0
549,0.0,0.0,6.0,6.0,56.434,194.247,4.0,36.0
550,0.0,0.0,6.0,6.0,44.126,197.408,4.0,36.0
551,0.0,0.0,6.0,6.0,31.643,199.789,4.0,36.0
552,0.0,0.0,6.0,6.0,19.036,201.381,4.0,36.0
553,0.0,0.0,6.0,6.0,6.354,202.179,4.0,36.0
554,0.0,0.0,6.0,6.0,-6.354,202.179,4.0,36.0
555,0.0,0.0,6.0,6.0,-19.036,201.381,4.0,36.0
556,0.0,0.0,6.0,6.0,-31.643,199.789,4.0,36.0
557,0.0,0.0,6.0,6.0,-44.126,197.408,4.0,36.0
558,0.0,0.0,6.0,6.0,-56.434,194.247,4.0,36.0
559,0.0,0.0,6.0,6.0,-68.52,190.321,4.0,36.0
560,0.0,0.0,6.0,6.0,-80.335,185.643,4.0,36.0
561,0.0,0.0,6.0,6.0,-91.833,180.232,4.0,36.0
562,0.0,0.0,6.0,6.0,-102.969,174.11,4.0,36.0
563,0.0,0.0,6.0,6.0,-113.698,167.301,4.0,36.0
564,0.0,0.0,6.0,6.0,-123.978,159.832,4.0,36.0
565,0.0,0.0,6.0,6.0,-133.77,151.732,4.0,36.0
566,0.0,0.0,6.0,6.0,-143.033,143.033,4.0,36.0
567,0.0,0.0,6.0,6.0,-151.732,133.77,4.0,36.0
568,0.0,0.0,6.0,6.0,-159.832,123.978,4.0,36.0
569,0.0,0.0,6.0,6.0,-167.301,113.698,4.0,36.0
570,0.0,0.0,6.0,6.0,-174.11,102.969,4.0,36.0
571,0.0,0.0,6.0,6.0,-180.232,91.833,4.0,36.0
572,0.0,0.0,6.0,6.0,-185.643,80.335,4.0,36.0
573,0.0,0.0,6.0,6.0,-190.321,68.52,4.0,36.0
574,0.0,0.0,6.0,6.0,-194.247,56.434,4.0,36.0
575,0.0,0.0,6.0,6.0,-197.408,44.126,4.0,36.0
576,0.0,0.0,6.0,6.0,-199.789,31.643,4.0,36.0
577,0.0,0.0,6.0,6.0,-201.381,19.036,4.0,36.0
578,0.0,0.0,6.0,6.0,-202.179,6.354,4.0,36.0
579,0.0,0.0,6.0,6.0,-202.179,-6.354,4.0,36.0
580,0.0,0.0,6.0,6.0,-201.381,-19.036,4.0,36.0
581,0.0,0.0,6.0,6.0,-199.789,-31.643,4.0,36.0
582,0.0,0.0,6.0,6.0,-197.408,-44.126,4.0,36.0
583,0.0,0.0,6.0,6.0,-194.247,-56.434,4.0,36.0
584,0.0,0.0,6.0,6.0,-190.321,-68.52,4.0,36.0
585,0.0,0.0,6.0,6.0,-185.643,-80.335,4.0,36.0
586,0.0,0.0,6.0,6.0,-180.232,-91.833,4.0,36.0
587,0.0,0.0,6.0,6.0,-174.11,-102.969,4.0,36.0
588,0.0,0.0,6.0,6.0,-167.301,-113.698,4.0,36.0
589,0.0,0.0,6.0,6.0,-159.832,-123.978,4.0,36.0
590,0.0,0.0,6.0,6.0,-151.732,-133.77,4.0,36.0
591,0.0,0.0,6.0,6.0,-143.033,-143.033,4.0,36.0
592,0.0,0.0,6.0,6.0,-133.77,-151.732,4.0,36.0
593,0.0,0.0,6.0,6.0,-123.978,-159.832,4.0,36.0
594,0.0,0.0,6.0,6.0,-113.698,-167.301,4.0,36.0
595,0.0,0.0,6.0,6.0,-102.969,-174.11,4.0,36.0
596,0.0,0.0,6.0,6.0,-91.833,-180.232,4.0,36.0
597,0.0,0.0,6.0,6.0,-80.335,-185.643,4.0,36.0
598,0.0,0.0,6.0,6.0,-68.52,-190.321,4.0,36.0
599,0.0,0.0,6.0,6.0,-56.434,-194.247,4.0,36.0
600,0.0,0.0,6.0,6.0,-44.126,-197.408,4.0,36.0
601,0.0,0.0,6.0,6.0,-31.643,-199.789,4.0,36.0
602,0.0,0.0,6.0,6.0,-19.036,-201.381,4.0,36.0
603,0.0,0.0,6.0,6.0,-6.354,-202.179,4.0,36.0
604,0.0,0.0,6.0,6.0,6.354,-202.179,4.0,36.0
605,0.0,0.0,6.0,6.0,19.036,-201.381,4.0,36.0
606,0.0,0.0,6.0,6.0,31.643,-199.789,4.0,36.0
607,0.0,0.0,6.0,6.0,44.126,-197.408,4.0,36.0
608,0.0,0.0,6.0,6.0,56.434,-194.247,4.0,36.0
609,0.0,0.0,6.0,6.0,68.52,-190.321,4.0,36.0
610,0.0,0.0,6.0,6.0,80.335,-185.643,4.0,36.0
611,0.0,0.0,6.0,6.0,91.833,-180.232,4.0,36.0
612,0.0,0.0,6.0,6.0,102.969,-174.11,4.0,36.0
613,0.0,0.0,6.0,6.0,113.698,-167.301,4.0,36.0
614,0.0,0.0,6.0,6.0,123.978,-159.832,4.0,36.0
615,0.0,0.0,6.0,6.0,133.77,-151.732,4.0,36.0
616,0.0,0.0,6.0,6.0,143.033,-143.033,4.0,36.0
617,0.0,0.0,6.0,6.0,151.732,-133.77,4.0,36.0
618,0.0,0.0,6.0,6.0,159.832,-123.978,4.0,36.0
619,0.0,0.0,6.0,6.0,167.301,-113.698,4.0,36.0
620,0.0,0.0,6.0,6.0,174.11,-102.969,4.0,36.0
621,0.0,0.0,6.0,6.0,180.232,-91.833,4.0,36.0
622,0.0,0.0,6.0,6.0,185.643,-80.335,4.0,36.0
623,0.0,0.0,6.0,6.0,190.321,-68.52,4.0,36.0
624,0.0,0.0,6.0,6.0,194.247,-56.434,4.0,36.0
625,0.0,0.0,6.0,6.0,197.408,-44.126,4.0,36.0
626,0.0,0.0,6.0,6.0,199.789,-31.643,4.0,36.0
627,0.0,0.0,6.0,6.0,201.381,-19.036,4.0,36.0
628,0.0,0.0,6.0,6.0,202.179,-6.354,4.0,36.0
629,0.0,0.0,6.0,6.0,215.363,13.154,4.0,36.0
630,0.0,0.0,6.0,6.0,214.161,26.259,4.0,36.0
631,0.0,0.0,6.0,6.0,212.161,39.266,4.0,36.0
632,0.0,0.0,6.0,6.0,209.373,52.127,4.0,36.0
633,0.0,0.0,6.0,6.0,205.806,64.794,4.0,36.0
634,0.0,0.0,6.0,6.0,201.473,77.221,4.0,36.0
635,0.0,0.0,6.0,6.0,196.39,89.36,4.0,36.0
636,0.0,0.0,6.0,6.0,190.577,101.166,4.0,36.0
637,0.0,0.0,6.0,6.0,184.055,112.596,4.0,36.0
638,0.0,0.0,6.0,6.0,176.849,123.608,4.0,36.0
639,0.0,0.0,6.0,6.0,168.984,134.159,4.0,36.0
640,0.0,0.0,6.0,6.0,160.491,144.212,4.0,36.0
641,0.0,0.0,6.0,6.0,151.401,153.727,4.0,36.0
642,0.0,0.0,6.0,6.0,141.747,162.672,4.0,36.0
643,0.0,0.0,6.0,6.0,131.567,171.01,4.0,36.0
644,0.0,0.0,6.0,6.0,120.896,178.713,4.0,36.0
645,0.0,0.0,6.0,6.0,109.776,185.751,4.0,36.0
646,0.0,0.0,6.0,6.0,98.248,192.098,4.0,36.0
647,0.0,0.0,6.0,6.0,86.354,197.73,4.0,36.0
648,0.0,0.0,6.0,6.0,74.139,202.627,4.0,36.0
649,0.0,0.0,6.0,6.0,61.648,206.77,4.0,36.0
650,0.0,0.0,6.0,6.0,48.928,210.144,4.0,36.0
651,0.0,0.0,6.0,6.0,36.026,212.736,4.0,36.0
652,0.0,0.0,6.0,6.0,22.99,214.536,4.0,36.0
653,0.0,0.0,6.0,6.0,9.868,215.539,4.0,36.0
654,0.0,0.0,6.0,6.0,-3.29,215.739,4.0,36.0
655,0.0,0.0,6.0,6.0,-16.437,215.138,4.0,36.0
656,0.0,0.0,6.0,6.0,-29.522,213.735,4.0,36.0
657,0.0,0.0,6.0,6.0,-42.497,211.538,4.0,36.0
658,0.0,0.0,6.0,6.0,-55.314,208.554,4.0,36.0
659,0.0,0.0,6.0,6.0,-67.925,204.794,4.0,36.0
660,0.0,0.0,6.0,6.0,-80.284,200.272,4.0,36.0
661,0.0,0.0,6.0,6.0,-92.344,195.005,4.0,36.0
662,0.0,0.0,6.0,6.0,-104.061,189.012,4.0,36.0
663,0.0,0.0,6.0,6.0,-115.39,182.317,4.0,36.0
664,0.0,0.0,6.0,6.0,-126.29,174.943,4.0,36.0
665,0.0,0.0,6.0,6.0,-136.721,166.919,4.0,36.0
666,0.0,0.0,6.0,6.0,-146.642,158.273,4.0,36.0
667,0.0,0.0,6.0,6.0,-156.018,149.039,4.0,36.0
668,0.0,0.0,6.0,6.0,-164.814,139.25,4.0,36.0
669,0.0,0.0,6.0,6.0,-172.997,128.943,4.0,36.0
670,0.0,0.0,6.0,6.0,-180.536,118.157,4.0,36.0
671,0.0,0.0,6.0,6.0,-187.404,106.931,4.0,36.0
672,0.0,0.0,6.0,6.0,-193.574,95.307,4.0,36.0
673,0.0,0.0,6.0,6.0,-199.024,83.329,4.0,36.0
674,0.0,0.0,6.0,6.0,-203.734,71.041,4.0,36.0
675,0.0,0.0,6.0,6.0,-207.686,58.488,4.0,36.0
676,0.0,0.0,6.0,6.0,-210.865,45.718,4.0,36.0
677,0.0,0.0,6.0,6.0,-213.26,32.778,4.0,36.0
678,0.0,0.0,6.0,6.0,-214.862,19.715,4.0,36.0
679,0.0,0.0,6.0,6.0,-215.664,6.58,4.0,36.0
680,0.0,0.0,6.0,6.0,-215.664,-6.58,4.0,36.0
681,0.0,0.0,6.0,6.0,-214.862,-19.715,4.0,36.0
682,0.0,0.0,6.0,6.0,-213.26,-32.778,4.0,36.0
683,0.0,0.0,6.0,6.0,-210.865,-45.718,4.0,36.0
684,0.0,0.0,6.0,6.0,-207.686,-58.488,4.0,36.0
685,0.0,0.0,6.0,6.0,-203.734,-71.041,4.0,36.0
686,0.0,0.0,6.0,6.0,-199.024,-83.329,4.0,36.0
687,0.0,0.0,6.0,6.0,-193.574,-95.307,4.0,36.0
688,0.0,0.0,6.0,6.0,-187.404,-106.931,4.0,36.0
689,0.0,0.0,6.0,6.0,-180.536,-118.157,4.0,36.0
690,0.0,0.0,6.0,6.0,-172.997,-128.943,4.0,36.0
691,0.0,0.0,6.0,6.0,-164.814,-139.25,4.0,36.0
692,0.0,0.0,6.0,6.0,-156.018,-149.039,4.0,36.0
693,0.0,0.0,6.0,6.0,-146.642,-158.273,4.0,36.0
694,0.0,0.0,6.0,6.0,-136.721,-166.919,4.0,36.0
695,0.0,0.0,6.0,6.0,-126.29,-174.943,4.0,36.0
696,0.0,0.0,6.0,6.0,-115.39,-182.317,4.0,36.0
697,0.0,0.0,6.0,6.0,-104.061,-189.012,4.0,36.0
698,0.0,0.0,6.0,6.0,-92.344,-195.005,4.0,36.0
699,0.0,0.0,6.0,6.0,-80.284,-200.272,4.0,36.0
700,0.0,0.0,6.0,6.0,-67.925,-204.794,4.0,36.0
701,0.0,0.0,6.0,6.0,-55.314,-208.554,4.0,36.0
702,0.0,0.0,6.0,6.0,-42.497,-211.538,4.0,36.0
703,0.0,0.0,6.0,6.0,-29.522,-213.735,4.0,36.0
704,0.0,0.0,6.0,6.0,-16.437,-215.138,4.0,36.0
705,0.0,0.0,6.0,6.0,-3.29,-215.739,4.0,36.0
706,0.0,0.0,6.0,6.0,9.868,-215.539,4.0,36.0
707,0.0,0.0,6.0,6.0,22.99,-214.536,4.0,36.0
708,0.0,0.0,6.0,6.0,36.026,-212.736,4.0,36.0
709,0.0,0.0,6.0,6.0,48.928,-210.144,4.0,36.0
710,0.0,0.0,6.0,6.0,61.648,-206.77,4.0,36.0
711,0.0,0.0,6.0,6.0,74.139,-202.627,4.0,36.0
712,0.0,0.0,6.0,6.0,86.354,-197.73,4.0,36.0
713,0.0,0.0,6.0,6.0,98.248,-192.098,4.0,36.0
714,0.0,0.0,6.0,6.0,109.776,-185.751,4.0,36.0
715,0.0,0.0,6.0,6.0,120.896,-178.713,4.0,36.0
716,0.0,0.0,6.0,6.0,131.567,-171.01,4.0,36.0
717,0.0,0.0,6.0,6.0,141.747,-162.672,4.0,36.0
718,0.0,0.0,6.0,6.0,151.401,-153.727,4.0,36.0
719,0.0,0.0,6.0,6.0,160.491,-144.212,4.0,36.0
720,0.0,0.0,6.0,6.0,168.984,-134.159,4.0,36.0
721,0.0,0.0,6.0,6.0,176.849,-123.608,4.0,36.0
722,0.0,0.0,6.0,6.0,184.055,-112.596,4.0,36.0
723,0.0,0.0,6.0,6.0,190.577,-101.166,4.0,36.0
724,0.0,0.0,6.0,6.0,196.39,-89.36,4.0,36.0
725,0.0,0.0,6.0,6.0,201.473,-77.221,4.0,36.0
726,0.0,0.0,6.0,6.0,205.806,-64.794,4.0,36.0
727,0.0,0.0,6.0,6.0,209.373,-52.127,4.0,36.0
728,0.0,0.0,6.0,6.0,212.161,-39.266,4.0,36.0
729,0.0,0.0,6.0,6.0,214.161,-26.259,4.0,36.0
730,0.0,0.0,6.0,6.0,215.363,-13.154,4.0,36.0
731,0.0,0.0,6.0,6.0,215.765,0.0,4.0,36.0
732,0.0,0.0,6.0,6.0,229.134,7.274,4.0,36.0
733,0.0,0.0,6.0,6.0,228.212,21.792,4.0,36.0
734,0.0,0.0,6.0,6.0,226.37,36.222,4.0,36.0
735,0.0,0.0,6.0,6.0,223.617,50.506,4.0,36.0
736,0.0,0.0,6.0,6.0,219.964,64.587,4.0,36.0
737,0.0,0.0,6.0,6.0,215.424,78.408,4.0,36.0
738,0.0,0.0,6.0,6.0,210.018,91.913,4.0,36.0
739,0.0,0.0,6.0,6.0,203.765,105.048,4.0,36.0
740,0.0,0.0,6.0,6.0,196.693,117.76,4.0,36.0
741,0.0,0.0,6.0,6.0,188.828,129.998,4.0,36.0
742,0.0,0.0,6.0,6.0,180.203,141.713,4.0,36.0
743,0.0,0.0,6.0,6.0,170.852,152.857,4.0,36.0
744,0.0,0.0,6.0,6.0,160.813,163.385,4.0,36.0
745,0.0,0.0,6.0,6.0,150.127,173.255,4.0,36.0
746,0.0,0.0,6.0,6.0,138.836,182.428,4.0,36.0
747,0.0,0.0,6.0,6.0,126.986,190.866,4.0,36.0
748,0.0,0.0,6.0,6.0,114.625,198.536,4.0,36.0
749,0.0,0.0,6.0,6.0,101.802,205.406,4.0,36.0
750,0.0,0.0,6.0,6.0,88.57,211.45,4.0,36.0
751,0.0,0.0,6.0,6.0,74.98,216.641,4.0,36.0
752,0.0,0.0,6.0,6.0,61.089,220.961,4.0,36.0
753,0.0,0.0,6.0,6.0,46.952,224.39,4.0,36.0
754,0.0,0.0,6.0,6.0,32.626,226.916,4.0,36.0
755,0.0,0.0,6.0,6.0,18.168,228.529,4.0,36.0
756,0.0,0.0,6.0,6.0,3.637,229.221,4.0,36.0
757,0.0,0.0,6.0,6.0,-10.908,228.99,4.0,36.0
758,0.0,0.0,6.0,6.0,-25.41,227.837,4.0,36.0
759,0.0,0.0,6.0,6.0,-39.809,225.767,4.0,36.0
760,0.0,0.0,6.0,6.0,-54.048,222.788,4.0,36.0
761,0.0,0.0,6.0,6.0,-68.069,218.911,4.0,36.0
762,0.0,0.0,6.0,6.0,-81.816,214.153,4.0,36.0
763,0.0,0.0,6.0,6.0,-95.234,208.533,4.0,36.0
764,0.0,0.0,6.0,6.0,-108.268,202.073,4.0,36.0
765,0.0,0.0,6.0,6.0,-120.866,194.799,4.0,36.0
766,0.0,0.0,6.0,6.0,-132.978,186.741,4.0,36.0
767,0.0,0.0,6.0,6.0,-144.554,177.931,4.0,36.0
768,0.0,0.0,6.0,6.0,-155.548,168.405,4.0,36.0
769,0.0,0.0,6.0,6.0,-165.916,158.2,4.0,36.0
770,0.0,0.0,6.0,6.0,-175.616,147.359,4.0,36.0
771,0.0,0.0,6.0,6.0,-184.608,135.924,4.0,36.0
772,0.0,0.0,6.0,6.0,-192.857,123.942,4.0,36.0
773,0.0,0.0,6.0,6.0,-200.33,111.46,4.0,36.0
774,0.0,0.0,6.0,6.0,-206.996,98.53,4.0,36.0
775,0.0,0.0,6.0,6.0,-212.828,85.204,4.0,36.0
776,0.0,0.0,6.0,6.0,-217.804,71.534,4.0,36.0
777,0.0,0.0,6.0,6.0,-221.902,57.576,4.0,36.0
778,0.0,0.0,6.0,6.0,-225.107,43.386,4.0,36.0
779,0.0,0.0,6.0,6.0,-227.405,29.021,4.0,36.0
780,0.0,0.0,6.0,6.0,-228.788,14.54,4.0,36.0
781,0.0,0.0,6.0,6.0,-229.25,0.0,4.0,36.0
782,0.0,0.0,6.0,6.0,-228.788,-14.54,4.0,36.0
783,0.0,0.0,6.0,6.0,-227.405,-29.021,4.0,36.0
784,0.0,0.0,6.0,6.0,-225.107,-43.386,4.0,36.0
785,0.0,0.0,6.0,6.0,-221.902,-57.576,4.0,36.0
786,0.0,0.0,6.0,6.0,-217.804,-71.534,4.0,36.0
787,0.0,0.0,6.0,6.0,-212.828,-85.204,4.0,36.0
788,0.0,0.0,6.0,6.0,-206.996,-98.53,4.0,36.0
789,0.0,0.0,6.0,6.0,-200.33,-111.46,4.0,36.0
790,0.0,0.0,6.0,6.0,-192.857,-123.942,4.0,36.0
791,0.0,0.0,6.0,6.0,-184.608,-135.924,4.0,36.0
792,0.0,0.0,6.0,6.0,-175.616,-147.359,4.0,36.0
